AUTHOR	COAUTHORS
Thomas M. Jones	{'Gregory A. Bigley': 1, 'Will Felps': 1, 'Reed O. Hunt,': 1}
Thomas M. Klein	{}
Thomas M. Krueger	{'Keith H. Johnson': 1}
Thomas M. Patrick	{'Andrew B. Carver': 1, 'Clare Bohnett': 1}
Thomas M. Reynolds	{'Earl O. Heady': 1, 'Donald O. Mitchell': 1}
Thomas M. Stubblefield	{}
Thomas Martinez	{}
Thomas Mayer	{'Albert H. Cox,': 1}
Thomas Mayrhofer	{'Hendrik Schmitz': 1}
Thomas McCool	{}
Thomas Mosiek	{'Axel Preu\xc3\x9f': 1}
Thomas Nardone	{}
Thomas Nipperdey	{'Wolfgang Hartenstein': 1, 'Roland Thimme': 1}
Thomas O. Paine	{}
Thomas Osang	{'Jeffrey O. Williamson': 1, 'Philippe Aghion': 1}
Thomas P. Lauth	{}
Thomas Piketty	{}
Thomas Pownall	{'J. L. Hammond': 1, 'M. Van Buren': 1, 'B. Hammond': 1}
Thomas R. Brooks	{}
Thomas R. De Gregori	{'Immanuel Wallerstein': 1}
Thomas R. Eisenmann	{}
Thomas R. Hummel	{'Karl Nowak': 1}
Thomas R. Ireland	{'Paul C. Taylor': 1, 'Walter D. Johnson': 1}
Thomas R. Knight	{}
Thomas R. Navin,	{}
Thomas R. Pope	{}
Thomas R. Smith	{'Donald W. Larson': 1, 'E. Dean Baldwin': 1}
Thomas R. Stauffer	{}
Thomas R. Trautmann	{'R. N. Saletore': 1}
Thomas Reardon	{'Paul Richards': 1}
Thomas Riise Johansen	{}
Thomas Rowe Edmonds	{}
Thomas Russell	{'Shaun Hargreaves Heap': 1}
Thomas S. Adams	{'Geo. G. Tunell': 1, 'F. E. Doty': 1, 'Harris S. Keeler': 1, 'A. P. Ramstedt': 1}
Thomas S. Berry	{'George Sweet Gibb': 1}
Thomas S. Coleman	{}
Thomas S. Dee	{'Sheila E. Murray': 1, 'William N. Evans': 1}
Thomas S. Robertson	{'Jehoshua Eliashberg': 1, 'Talia Rymon': 1}
Thomas S. Wallsten	{'David V. Budescu': 1, 'Rami Zwick': 1}
Thomas Sargent	{'Stanley Diller': 1}
Thomas Scheetz	{}
Thomas Sokoll	{'Max Weber': 1}
Thomas T. Stout	{'V. James Rhodes': 1}
Thomas Urich	{'Paul Wachtel': 1}
Thomas Vocino	{'Judith A. Kamnikar': 1, 'David G. Mills': 1, 'Lynn Burbridge': 1, 'Edward G. Kamnikar': 1, 'Willa Bruce': 1}
Thomas W. Dunfee	{}
Thomas W. Ferratt	{'Sanjay Ahire': 1, 'Prabuddha De': 1}
Thomas W. Hertel	{'Maros Ivanic': 1}
Thomas W. Knowles	{'John P. Wirick,': 1}
Thomas W. Oliver	{'Jerry J. Weygandt': 1, 'Donald E. Kieso': 1}
Thomas W. Page	{'Victor S. Clark': 1}
Thomas W. Zeiler	{'Mark Rupert': 1}
Thomas Wagner	{'Tatsuro Ichiishi': 1}
Thomas Webster	{'A. W. Cuttall': 1, 'Robert Rawlinson': 1, 'P. Le Neve Foster': 1, 'W. G. Wrightson': 1}
Thomas Wilson	{'S. G. Sturmey': 1}
Thomas York	{}
Thorhildur Ólafsdóttir	{'Tinna Laufey \xc3\x81sgeirsd\xc3\xb3ttir': 1, 'Birgir Hrafnkelsson': 1}
Thornton F. Bradshaw	{}
Thorstein Veblen	{}
Thorsten Beck	{'Asli Demirg\xc3\xbc\xc3\xa7-Kunt': 1, 'Vojislav Maksimovic': 1}
Thorsten Noack	{'Thomas Gerst': 1}
Thorsten Uhle	{'Michael Treier': 1}
Thorvaldur Gylfason	{'Assar Lindbeck': 1}
Thure Björkman	{'Norman Scott Brien Gras': 1}
Tiago C. Berriel	{'Saroj Bhattarai': 1}
Tibor Scitovsky	{'John D. Owen': 1}
Tibor Scitovszky	{'Melvin W. Reder': 1}
Tiia Vissak	{'Xiaotian Zhang': 1}
Tim C. Opler	{}
Tim Friehe	{}
Tim Groseclose	{}
Tim Josling	{'A. M. M. McFarquhar': 1}
Tim Landvoigt	{'Monika Piazzesi': 1, 'Martin Schneider': 1}
Tim R. Sass	{'Bobby J. Pittman': 1}
Tim Stapenhurst	{'P. Farrell-Vinay': 1, 'Mal Owen': 1}
Tim Tenbensel	{}
Timo Goeschl	{}
Timo Teräsvirta	{}
Timotej Jagric	{}
Timothy A. Park	{'Robert P. King': 1}
Timothy B. Heath	{'David L. Mothersbaugh': 1, 'Michael S. McCarthy': 1}
Timothy Besley	{'Stephen Coate': 1, 'Glenn Loury': 1}
Timothy Carney	{}
Timothy Cogley	{'James M. Nason': 1}
Timothy E. Cook	{}
Timothy E. Moore	{}
Timothy E. Sullivan	{'David R. Meyer': 1}
Timothy J. Bartik	{'ANDREW ZIMBALIST': 1, 'ROGER G. NOLL': 1}
Timothy J. Besley	{'Konrad B. Burchardi': 1, 'Maitreesh Ghatak': 1}
Timothy J. Conlan	{'Cynthia Cates Colella': 1, 'David R. Beam': 1}
Timothy J. Considine	{'Timothy D. Mount': 1}
Timothy J. Gilbride	{'Greg M. Allenby': 1}
Timothy J. Hatton	{'Roy E. Bailey': 1}
Timothy J. Rowley	{'Joel A. C. Baum': 1, 'Hayagreeva Rao': 1, 'Henrich R. Greve': 1, 'Andrew V. Shipilov': 1}
Timothy McDaniels	{'William Trousdale': 1}
Timothy Moss	{'Peter Schmitt-Egner': 1, 'Gerold Ambrosius': 1}
Timothy Park	{}
Timothy Taylor	{}
Timothy Thomas	{}
Timothy W. Guinnane	{'Cormac \xc3\x93 Gr\xc3\xa1da': 1, 'Felix Driver': 1, 'W. E. Vaughan': 1}
Timothy W. Ruefli	{'Joseph R. Lacugna': 1, 'James M. Collins': 1}
Tina D. Carpenter	{'Jane L. Reimers': 1}
Tina P. Gioka	{}
Tina Wallace	{}
Tine STANOVNIK	{'Miroslav VERBI\xc4\x8c': 1}
Tine Schrammel	{}
Ting Li	{'Maikel de Maertelaere': 1, 'Guido Berens': 1}
Ting-Peng Liang	{'Efraim Turban': 1}
Tipton R. Snavely	{'Ulrich B. Phillips': 1, 'Henry R. Mussey': 1, 'Benjamin A. Rogge': 1, 'Elizabeth Donnan': 1, 'John V. Van Sickle': 1, 'Alfred G. Buehler': 1}
Tito Boeri	{'Guido Tabellini': 1}
Titus Alexander	{'Wolfgang Thost': 1}
Titus Munson Coan	{}
Tobias Berg	{}
Tobias Cwik	{'Pietro Cova': 1, 'Refet S. G\xc3\xbcrkaynak': 1, 'Volker Wieland': 1}
Tobias Ernst	{'Frank Frick': 1, 'Henrik Brinkmann': 1}
Tobias Jakobi	{'Tobias Jacobi': 1}
Tobias Kollmann	{'Matthias H\xc3\xa4sel': 1, 'Nicola Breugst': 1}
Toby A.A. Heaps	{}
Todd D. Kendall	{}
Todd R. Clear	{}
Todd R. Zenger	{'Sergio G. Lazzarini': 1}
Todd Sandler	{'John Tschirhart': 1}
Todd T. Milbourn	{'Anjolein Schmeits': 1}
Todd Wilson	{}
Toke S. Aidt	{}
Toke Skovsgaard Aidt	{'Vania Sena': 1}
Tom Arkell	{'Margaret Spufford': 1, 'Adrian Green': 1}
Tom Arnold	{}
Tom D. Crouch	{'Edward J. Roach': 1, 'Lawrence Goldstone': 1}
Tom Darby	{'George Parkin Grant': 1}
Tom G. Black	{}
Tom Gallagher	{}
Tom Ingram	{}
Tom J. M. Mom	{'Henk W. Volberda': 1, 'Frans A. J. van den Bosch': 1}
Tom L. Beauchamp	{}
Tom Lee	{}
Tom McInerney	{'Jerry Greenfield': 1, 'Meredith Moran': 1, 'Ben Cohen': 1}
Tom Mertes	{'Sven Beckert': 1}
Tom R. Tyler	{'Steven L. Blader': 1}
Tom Riddell	{}
Tom S. Means	{'Stephen L. Mehay': 1}
Tom Sheridan	{'Michael Hogan': 1, 'Amy McGrath': 1}
Tom Soper	{'W. J. Barber': 1}
Tom Ticknor	{'Harvey A. Kantor': 1, 'Maury Klein': 1}
Tom W. Miller	{'Bernell K. Stone': 1}
Tom Wilson	{}
Tomas Cvrcek	{'Alfred Greiner': 1, 'Willi Semmler': 1, 'Gang Gong': 1}
Tomas Philipson	{}
Tommaso Giacalone-Monaco	{}
Tomohiro Ando	{}
Tomás Peñaloza	{'Claudio V\xc3\xa9liz': 1}
Tomáš Havránek	{}
Toni Diedrich	{'Thomas Wurzel': 1}
Toni M. Whited	{}
Toni Pierenkemper	{'Andr\xc3\xa9 Steiner': 1}
Tonia Warnecke	{'Alex De Ruyter': 1}
Tonja Jacobi	{'Emerson H. Tiller': 1}
Tony Caporale	{'Khosrow Doroodian': 1, 'Harold Winter': 1, 'Kevin B. Grier': 1}
Tony Cutler	{'Barbara Waine': 1}
Tony Flowerdew	{'F. X. De Donnea': 1}
Tony Freyer	{'Richard Holcombe Kilbourne,': 1}
Tony Griffin	{}
Tony J. Van Roy	{}
Tony L. Henthorne	{'Michael S. LaTour': 1, 'Rajan Nataraajan': 1}
Tony Lancaster	{}
Tony Mallier	{'E. H. Hunt': 1}
Tony McGuinness	{'Richard M. Cyert': 1}
Tony Weis	{}
Tonya Boone	{'Ram Ganeshan': 1, 'Robert L. Hicks': 1}
Tor Hersoug	{}
Torben M. Andersen	{'Karl O. Moene': 1}
Torben Pedersen	{'Henk W. Volberda': 1, 'Steen Thomsen': 1}
Torcuato Di Tella	{'Gino Germani': 1, 'Jorge Graciarena': 1}
Torsten Biemann	{'Dirk Sliwka': 1, 'J\xc3\xb6rg Korff': 1, 'Heiko Weckm\xc3\xbcller': 3}
Torsten H. Kirstges	{'Stephan Grieger': 1}
Torsten Tewes	{'Willi Meyer': 1, 'Karl-Friedrich Hirschh\xc3\xa4user': 1}
Toshiko Nakayama	{'Paul Monson': 1}
Toshinobu Matsuda	{}
Toyokichi Yumoto	{}
Tr. Geering	{}
Tracey Trottier	{'Montgomery Van Wart': 1, 'XiaoHu Wang': 1}
Tracy J. Trothen	{'Gail Allan': 1, 'Brenda Nesbitt': 1, 'Karen L. Krug': 1}
Tracy R. Lewis	{}
Travis J. Lybbert	{'D. Layne Coppock': 1, 'Solomon Desta': 1, 'Christopher B. Barrett': 1}
Travis W. Manning	{}
Trent Bertrand	{'Harry G. Johnson': 1, 'W. M. Corden': 1, 'Herbert G. Grubel': 1}
Trent Brown	{}
Trevor E. Gambling	{}
Trevor L. Brown	{'Matthew Potoski': 1}
Tristan Tomala	{}
Trout Rader	{'C. E. Ferguson': 1}
Troy J. Dumler	{'Robert O. Burton,': 1, 'Terry L. Kastens': 1}
Troy J. Hendrickson	{}
Troy L. Stearns	{}
Trudy Ann Cameron	{'Michelle D. James': 1}
Trudy Thompson	{}
Truman G. Tracy	{'Robert E. Bray': 1, 'John Lintner': 1}
Trygve Haavelmo	{}
Tsuneo Fujita	{'Delmar Karger': 1}
Tu Nguyen	{'H.G. (Lily) Nguyen': 1, 'Xiangkang Yin': 1}
Tulio Halperin Donghi	{}
Tullio Bagiotti	{'H. Messmann': 1, 'M. Bosshard': 1, 'W. Eggenschwiler': 1, 'H. U. Armberg': 1, 'M. Trachsler': 1}
Turan G. Bali	{}
Tyler Cowen	{'David Schmidtz': 1}
Tyler D. Hartwell	{'Michael T. French': 1, 'Paul D. Steele': 1, 'Nathaniel F. Rodman': 1}
Tyler Hamilton	{}
Tyler J. Bowles	{'W. Cris Lewis': 1}
Tyrone Bynoe	{}
Tzu-Kuan Chiu	{}
U. Aickelin	{}
U. MAZZOLA	{}
U. RICCI	{'H. Jecht': 1}
UGO BROGGI	{'LUIGI AMOROSO': 1}
UGO MAZZOLA	{}
ULRICH K. MÜLLER	{'MARK W. WATSON': 1}
UMBERTO RICCI	{}
UMIT G. GURUN	{'ALEXANDER W. BUTLER': 1}
UZI SEGAL	{}
Ubaldo Nieto de Alba	{}
Ubaldo de Dominicis	{}
Udo E. Simonis	{'Detlef Kantowsky': 1}
Udo Fink	{'Christa-Maria Ridder': 1}
Udo Heyn	{'A. J. Sherman': 1, 'Eduard Rosenbaum': 1}
Udo Staber	{}
Ufuk Akcigit	{'Salom\xc3\xa9 Baslandze': 1, 'Stefanie Stantcheva': 1}
Uglješa STANKOV	{'Vanja DRAGI\xc4\x86EVI\xc4\x86': 1}
Ugo Caprara	{'G. Lanzarone': 1}
Ugo Fasano-Filho	{'Esperanza Dur\xc3\xa1n': 1}
Ulf Andersson	{'Mats Forsgren': 1}
Ulf Dirlmeier	{'Friedrich L\xc3\xbctge': 1}
Ulf Sunberg	{}
Ulisse Gobbi	{'C. A. Kulp': 1}
Ullrich Heilemann	{'Wolfgang H. Reinicke': 1}
Ulrich Albrecht	{'Michel Vale': 1}
Ulrich Bindseil	{'Christian Pfeil': 1}
Ulrich Braukmann	{'Daniel Schneider': 1}
Ulrich Drost	{}
Ulrich Herz	{'Paul Lindblom': 1}
Ulrich Kluge	{'Hans Watzek': 1, 'Hans Modrow': 1, 'Edith Hellmuth': 1, 'Gerhard Breitschuh': 1, 'Wolfgang M\xc3\xbchlfriedel': 1}
Ulrich Knefelkamp	{'Stuart Woolf': 1}
Ulrich Lichtenthaler	{'Holger Ernst': 1}
Ulrich Pekruhl	{'J\xc3\xbcrgen Nordhause-Janz': 1}
Ulrich Reuther	{'G. Kremser': 1, 'R. Hege': 1}
Ulrich Ritzerfeld	{'Frank G. Hirschmann': 1, 'Monika Escher': 1}
Ulrich Scheele	{}
Ulrich Schmidt	{'Robert Sugden': 1, 'Chris Starmer': 1}
Ulrich Teichmann	{'Heinz Lampert': 1}
Ulrich Troitzsch	{'Peter Lundgreen': 1}
Ulrich Walwei	{}
Ulrich van Suntum	{}
Ulrike Malmendier	{'Geoffrey Tate': 1}
Uma Chowdhry	{}
Uma Lele	{'D. S. Tyagi': 1, 'Arthur A. Goldsmith': 1}
Uma Sekaran	{'Arthur P. Brief': 1, 'Ramon J. Aldag': 1}
Umar Farooq	{'Trevor Young': 1, 'Muhammad Iqbal': 1}
Umit Akinci	{'Yigit Karahanogullari': 1}
Un Yuen Hsu	{}
Upinder S. Dhillon	{'Herb Johnson': 1}
Uri Ben-Zion	{'Edi Karni': 1}
Uri Yechiali	{}
Urs E. Gattiker	{}
Urs Schweizer	{}
Urs Steiner Brandt	{'Gert Tinggaard Svendsen': 1}
Ursin Bernard	{}
Ursula Hullbusch	{'Otto Busch': 1}
Ursula Hüllbüsch	{'Franz Josef Furtw\xc3\xa4ngler': 1, 'Hannes Heer': 1}
Ursula K. Hicks	{'H. M. Groves': 1, 'A. Waterston': 1}
Ursula Köstler	{}
Urwana Coiquaud	{}
Usman A. Tar	{'Alfred B. Zack-Williams': 1}
Ussif Rashid Sumaila	{'Gordon R. Munro': 1, 'Jon G. Sutinen': 1}
Uta Schönberg	{}
Uta Wilkens	{'Daniel Nermerich': 1}
Ute Fensch-Morgenroth	{'Giuseppe Mirabella': 1}
Uwe Sieg	{'Ivonne Meybohm': 1}
Uwe Siegmund	{'Uwe Treuhandanstalt': 1}
Uğur Akgün	{}
V. A. Grieco	{}
V. APPAVADHANULU	{}
V. Appavadhanulu	{'Charles K. Rowley': 1, 'Charles K. Rowdley': 1}
V. B. TURNER	{}
V. Balachandran	{}
V. Brian Viard	{'Nicholas Economides': 1}
V. C. Fowke	{'John Donald Black': 1}
V. E. Bolis	{'R. Brinkmann': 1}
V. Eldon Ball	{'Gregory P. Swinand': 1, 'Frank M. Gollop': 1, 'Alison Kelly-Hawke': 1}
V. F. Garbuzov	{}
V. GIUFFRIDA	{'G. Schmoller': 1, 'Croce Benedetto': 1}
V. Ginsburgh	{'P. Y. Henin': 1}
V. H. Kirpalani	{'Stanley S. Shapiro': 1}
V. James Rhodes	{}
V. K. CHEW	{'Russell McCormmach': 1}
V. K. Ramaswami	{}
V. Kerry Smith	{'William J. Vaughan': 1, 'William H. Desvousges': 1}
V. Krishnan	{'Karl T. Ulrich': 1}
V. Kur'erov	{}
V. L. Rao	{}
V. L. Urquidi	{'Ra\xc3\xbal Prebisch': 1}
V. Mezzatesta	{}
V. N. Bandera	{'Vsevolod Holubnychy': 1}
V. Parker Lessig	{'James F. Horrell': 1, 'Amrendra Singh': 1}
V. S. Minocha	{'S. L. N. Simha': 1}
V. S. Tonaki	{'F. M. B. Toledo': 1}
V. Srinivasan	{}
V. Totomianz	{'Ernst Gr\xc3\xbcnfeld': 1, 'Julius von Gierke': 1, 'Karl Hildebrand': 1}
V. V. Chari	{'Larry E. Jones': 1, 'Lawrence J. Christiano': 1, 'Ellen R. McGrattan': 1, 'Ramon Marimon': 1, 'Patrick J. Kehoe': 2}
V. Victor Harrison	{'Warde B. Ogden': 1}
V. W. Bladen	{'A. R. M. Lower': 1, 'J. F. Normano': 1}
V. W. TYLER	{'J. HAMILTON-JONES': 1, 'N. C. BERRY': 1}
V. Zignoli	{}
VALENTINA FRANKEL	{}
VANESSA BERENGUER-RICO	{'JOSEP LLU\xc3\x8dS CARRION-I-SILVESTRE': 1}
VANESSA M. PATRICK	{'HENRIK HAGTVEDT': 1}
VANI BOROOAH	{'PATRICIA McKEE': 1}
VICENTE JOSE PINILLA MONCLUS	{}
VIKTÓRIA BODNÁR	{'M\xc3\x81RK MOLN\xc3\x81R': 1, 'GY\xc3\x96RGY DR\xc3\x93TOS': 1, '\xc3\x89VA R\xc3\x89V\xc3\x89SZ': 1, 'D\xc3\x81VID DANK\xc3\x93': 1, 'NORBERT KISS': 1}
VILFREDO PARETO	{}
VINCENZO DENTAMARO	{}
VINCENZO PORRI	{}
VINCENZO TANGORRA	{}
VINOD VENKATRAMAN	{'BRYAN BOLLINGER': 1, 'PAUL A. PAVLOU': 1, 'MASAKAZU ISHIHARA': 1, 'RUSSELL S. WINER': 1, 'WILLIAM HAMPTON': 1, 'KHOI VO': 1, 'ANGELIKA DIMOKA': 1, 'HAL E. HERSHFIELD': 1}
VIRGIL L. CHRISTIAN,	{}
VITO TANZI	{}
VITTORIO ENZO ALFIERI	{}
VITTORIO RACCA	{'Ettore Ciccotti': 1, 'J. E. Cairnes': 1, 'G. Salvioli': 1, 'Vittorio Podrecca': 1, 'Rag. G. Ravizza': 1, 'J. J. O. Lahn': 1}
Vaclav Smil	{'Thomas\xc2\xa0R.\xc2\xa0 Degregori': 1}
Vadim Lesnevski	{'Barry L. Nelson': 1, 'Jeremy Staum': 1}
Vagel C. Keller	{'Eugene L. Huddleston': 1}
Vahid F. Nowshirvani	{}
Vahideh H. Manshadi	{'Shayan Oveis Gharan': 1, 'Amin Saberi': 1}
Vahé Baladouni	{}
Vaiva Petrikaitė	{}
Val R. Lorwin	{'Viviane Isambert-Jamati': 1, 'Michel Crozier': 1, 'Maurice Verry': 1}
Valarie A. Zeithaml	{}
Valentina Corradi	{'Norman R. Swanson': 1}
Valentina Hartarska	{'Claudio Gonzalez-Vega': 1}
Valerie A. Ramey	{}
Valerie Belton	{'Mark D. Elder': 1}
Valerie Johnson	{'P. J. Cain': 1}
Valerie K. Craig	{'Charles Morrow Wilson': 1}
Vallabh Sambamurthy	{}
Valpy Basu	{'Kaushik Stiglitz': 1}
Valérie Petit	{'Helen Bollaert': 1}
Van D. Kennedy	{'E. A. Ramaswamy': 1, 'Uma Ramaswamy': 1}
Van R. Wood	{'Walter J. Lonner': 1, 'John W. Berry': 1}
Van W. Kolpin	{'Larry D. Singell,': 1}
Vance L. Martin	{}
Vanessa Fry	{'Panos Pashardes': 1}
Vani K Borooah	{'Vidya Borooah': 1}
Vanni B. Montana	{}
Varden Fuller	{}
Varouj A. Aivazian	{'Irwin Lipnowski': 1, 'Jeffrey L. Callen': 1, 'Sean Cleary': 1, 'Laurence Booth': 1}
Varouj Aivazian	{'William R. White': 1}
Varun Gauri	{}
Vasanttilak Naik	{}
Vaughan C. Judd	{'Robert B. Settle': 1, 'Pamela L. Alreck': 1}
Vaughan Cornish	{}
Vedat Akgiray	{'Christopher G. Lamoureux': 1}
Venkareddy Chennareddy	{}
Venkataraman N. Balasubramanyam	{}
Venkatesh Bala	{'Sanjeev Goyal': 1}
Venkatram Ramaswamy	{'Steven H. Cohen': 1, 'Rabikar Chatterjee': 1}
Venky Venkateswaran	{'Randall Wright': 1}
Vera Anstey	{'J. B. Shukla': 1, 'N. Das': 1, 'C. N. Vakil': 1, 'R. D. Tiwari': 1, 'Arun Kumar Banerji': 1, 'N. M. Joshi': 1, 'D. R. Samant': 1, 'M. A. Mulky': 1, 'Anwar Iqbal Qureshi': 1}
Vera R. Kilduff	{'James T. Russell': 1}
Vera Reynolds Kilduff	{'Clyde G. Chenoweth': 1}
Vera Rocha	{'Celeste Amorim Varum': 1, 'Anabela Carneiro': 1}
Vera Vogelsang-Coombs	{}
Vera Ziegeldorf	{'Harold James': 1, 'Rainer Naser': 1, 'Ilja Mieck': 1, 'Hartmut Berghoff': 1, 'Ulich Preu\xc3\x9f': 1, 'Frank Zschaler': 1, 'Christoph Buchheim': 1, 'Hans Pohl': 1, 'Albrecht Sommer': 1}
Vernon C. Johnson	{}
Vernon Carstensen	{'James C. Malin': 1}
Vernon H. Jensen	{'Wallace Stegner': 1}
Vernon J. Dixon	{}
Vernon L. Smith	{'Arlington W. Williams': 1, 'Gerry L. Suchanek': 1}
Vernon R. Eidman	{}
Vernon W. Ruttan	{'Gerald M. Meier': 1}
Veronika Halene Blankenagel	{}
Veronika Papyrina	{}
Vesa Kanniainen	{'Jan S\xc3\xb6dersten': 1}
Vesa Peltokorpi	{'Eero Vaara': 1}
Vesela Ellenbecker	{}
Vicente FERNANDEZ BRAVO	{}
Vicente Pina Martínez	{}
Vicente Vázquez—Presedo	{}
Vickie L. Bajtelsmit	{'Elaine M. Worzala': 1}
Victor A. Canto	{'M. Chapman Findlay': 1, 'Marc R. Reinganum': 1}
Victor Chernozhukov	{'Michael Jansson': 1, 'Christian Hansen': 1}
Victor Ginsburgh	{}
Victor J. Cook,	{}
Victor J. West	{'Frank J. Goodnow': 1}
Victor Jepsen	{}
Victor Lavy	{}
Victor M. Catano	{'Pasquale Gagliardi': 1}
Victor P. Buell	{}
Victor Pereira Da Rosa	{'Neil Bruce': 1}
Victor Perlo	{}
Victor R. Fuchs	{}
Victor S. Clark	{'Chester Lloyd Jones': 1, 'Vernon Lovell Phelps': 1}
Victoria Chick	{'J. C. Dodds': 1, 'J. L. Ford': 1}
Victoria Dickinson	{}
Victoria Y. Fan	{'Ajay Mahal': 1, 'Anup Karan': 1}
Vidya Awasthi	{'Jamie Pratt': 1}
Vidyanand Choudhary	{}
Vihang R. Errunza	{}
Vijay Mahajan	{'Eitan Muller': 1, 'Frank M. Bass': 1}
Vijay V. Vazirani	{}
Vijay Yerramilli	{}
Vikas Agarwal	{'Naveen D. Daniel': 1, 'Narayan Y. Naik': 2}
Vikas Kakkar	{}
Vikas Kumar	{'Victor Ginsburgh': 1, 'Nora Scott': 1, 'Lucien Karpik': 1, 'Shlomo Weber': 1}
Vikas Mittal	{'Lawrence Feick': 1, 'Feisal Murshed': 1, 'Pankaj Kumar': 1, 'Michael Tsiros': 1}
Vikram Maheshri	{'Clifford Winston': 1}
Vikram Tiwari	{'Srinagesh Gavirneni': 1}
Viktor J. Vanberg	{}
Viktor Menschow	{'Toni Ihlau': 1, 'Lothar Rall': 1}
Vilfredo Pareto	{}
Vilhjalmur Stefansson	{}
Vinay Kanetkar	{'Doyle L. Weiss': 1, 'Charles B. Weinberg': 1}
Vince Edwards	{'Rainhart Lang': 1}
Vincent D. Kennedy	{}
Vincent J. Tarascio	{'William Jaff\xc3\xa9': 1, 'L\xc3\xa9on Walras': 1}
Vincent Lemieux	{}
Vincent M. Jolivet	{}
Vincent P. Apilado	{'Don C. Warner': 1, 'Joel J. Dauten': 1}
Vincent P. Crawford	{'Joel Sobel': 1}
Vincent P. Norris	{'Paul W. Farris': 1, 'Mark S. Albion': 1}
Vincent Ponko,	{}
Vincenz Timmermann	{'Werner Neubauer': 1}
Vincenzo Bove	{'Roberto Nistic\xc3\xb2': 1}
Vincenzo Bruno	{}
Vincenzo Cacici	{'B. Zarnowitz': 1}
Vinit M Desai	{}
Vinod Dubey	{}
Vinod K. Aggarwal	{'Jonathan T. Chow': 1}
Vinod K. Gupta	{}
Viola Wyckoff	{'Aach W. Troelstrup': 1}
Violet Butler	{'Austin Lewis': 1, 'Frederick Engels': 1}
Violet T. Ho	{}
Virgil Henry Storr	{'Stefanie Haeffele-Balch': 1}
Virgil Salera	{'Giampiero Franco': 1, 'Alberto Bertolino': 1, 'Luigi Frey': 1}
Virgil Willit	{'Arthur S. Dewing': 1}
Virginia Berridge	{'C. Webster': 1}
Virginia E. Schein	{}
Virginia McDonald	{}
Virginia Rau	{'Marc Bloch': 1}
Virginia Warren	{'Michael Willmott': 1}
Vishal Bindroo	{'Rajani Ganesh Pillai': 1, 'Mark J. Arnold': 1}
Vishal V. Agrawal	{'Atalay Atasu': 1, 'Koert van Ittersum': 1}
Viswanath Tirupattur	{'Robert J. Hauser': 1, 'Phelim P. Boyle': 1}
Vito Cusumano	{}
Vito Tanzi	{'Mario O. Teijeiro': 1, 'Mario I. Blejer': 1}
Vitorino Magalhães Godinho	{}
Vittorio Bonomo	{'Charles Schotta': 1}
Vittorio Corbo	{}
Vittorio Marrama	{}
Vittorio Valli	{'R. Bourne': 1}
Vivian B. Lewes	{'James Mactear': 1}
Vivian Jeng	{'Gene C. Lai': 1, 'Michael J. McNamara': 1}
Vivian Lowery Derryck	{}
Vivianne H. M. Visschers	{'Michael Siegrist': 1}
Vladimir D. Chavrid	{}
Vladimir Karamychev	{'Peran van Reeven': 1}
Vladimir Kollontai	{}
Vladimir Kontorovich	{}
Vladimir N. Bandera	{'Jaroslav Vanek': 1}
Vladimir Pertot	{}
Vladimir Zwass	{}
Vladislav Valentinov	{}
Vojtěch Bočinsky	{}
Volker Berghahn	{'Gary Herrigel': 1}
Volker Emmerich	{'Georg Sandberger': 1}
Volker Gmelin	{}
Volker Henn	{'A. Gerlich': 1, 'J. B\xc3\xa4rmann': 1, 'L. Petry': 1}
Volker Hentschel	{'Bernard P. Bellon': 1}
Volker R. Berghahn	{'Christina Lubinski': 1}
Volker Stück	{}
Véronique Bastin	{'Georges H\xc3\xbcbner': 1}
Véronique L. MARLEAU	{}
Véronique Valentin	{'Charles Zorgbibe': 1}
Víctor L. Urquidi	{'Jes\xc3\xbas Prados Arrarte': 1}
Víctor M. Godínez Zúñiga	{}
Víctor Manuel Gómez	{}
W. A. Appleton	{}
W. A. Mackintosh	{}
W. A. Maguire	{}
W. A. Matheson	{'Patrick Weller': 1}
W. A. McConagha	{'A. Lozovsky': 1}
W. A. Paton	{'Thomas R. Agg': 1, 'Anson Marston': 1}
W. Anderson	{}
W. Andreae	{'Paul Kehl': 1}
W. Arnold Hosmer	{'George O. May': 1}
W. Arthur Lewis	{}
W. Ashworth	{'S. Maccoby': 1, 'Cyril Hart': 1, 'W. O. Henderson': 1, 'W. G. Hoffmann': 1, 'W. H. Chaloner': 1, 'A. J. Youngson': 1}
W. B. Back	{}
W. B. Coutts	{'Maurice Moonitz': 1, 'Louis H. Jordan': 1}
W. B. Harvey	{'Ebba Dahlin': 1}
W. B. Hoffman	{}
W. B. Langbein	{}
W. B. Lawrence	{}
W. Bayard Taylor	{'H. Parker Willis': 1, 'Jules I. Bogen': 1}
W. Beckerman	{'R. Bacon': 1, 'J. Tinbergen': 1, 'G. H. Borts': 1, 'J. L. Stein': 1}
W. Boyd Dawkins	{'Waller M. Sinclair': 1}
W. Bruce Allen	{}
W. Burges	{'William Marget': 1}
W. C. Cleveland	{'Arthur E. Suffern': 1}
W. C. Edmundson	{'P. V. Sukhatme': 1}
W. C. Richardson	{}
W. CAMPBELL SMITH	{}
W. Chan Kim	{'Ren\xc3\xa9e A. Mauborgne': 1, 'Ren\xc3\xa9e Mauborgne': 1}
W. Coldstream	{}
W. Cooke,	{}
